user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1,1.0000000000000002,0.43245979729894884,0.3375805995225182,0.5683122411083879,0.3447779171581245,0.3302918462624545,0.21221157018968517,0.3552194439001375,0.4488163209128288,0.3707004101445972,0.42305269794219225,0.41101566539444534,0.1870445727421362,0.4318072836177996,0.41903755710341295,0.4759331465083504,0.5368990759018872,0.3143749271791486,0.5646512479408169,0.42463796367408807,0.5645990745854954,0.3734787216780132,0.34859159715333476,0.39694277707085684,0.2675155978014284,0.3568612368167965,0.12312161437749798,0.38145500009494776,0.47076391882509233,0.5902704952055173,0.31589099463497233,0.08681774610340527,0.5306427126939717,0.42559421568340944,0.36615677208955644
2,0.43245979729894884,1.0,0.2819894220211312,0.1783242232120946,0.2518854783641364,0.3759843428632404,0.33373663107806667,0.41391846345373234,0.31472831849322996,0.2243872252321499,0.4109706438195881,0.3179572013238109,0.3926370540158028,0.378151813779744,0.4802593650946255,0.5167576987293095,0.16255761570152588,0.29952157384288647,0.33903132225969096,0.43609498937618696,0.30160994841298994,0.35822590422034606,0.20147613885692126,0.20204891361775815,0.5412310323524757,0.4208083588830119,0.12987412727483785,0.046576305520097776,0.31189451819521136,0.4577182271437885,0.25507116045771927,0.11148201992479478,0.3023965765006075,0.2697016333934678,0.4044923816975579
3,0.3375805995225182,0.2819894220211312,0.9999999999999999,0.328684243782719,0.2520824856099258,0.27313754862138595,0.2783411583522412,0.04263536062709591,0.11140762217189538,0.3042463478703914,0.08335849240811093,0.5150377940113644,0.1644396549837556,0.42092489362569097,0.23558191551497898,0.2810350403316649,0.12115008312548782,0.3162080033830161,0.26221862330453294,0.35323694006392686,0.20099203683775532,0.18569012926056017,0.18381961633751834,0.44647474200199205,0.4237832308325855,0.29476731809870743,0.16841677939538327,0.18758449388545168,0.22670834808112142,0.40707983262798164,0.4105678927698679,0.5370894725425785,0.22472039529302978,0.4314396632864924,0.4146330532732568
4,0.5683122411083879,0.1783242232120946,0.328684243782719,0.9999999999999999,0.4400683277937311,0.20849991027841805,0.3091720503762485,0.3800009632540659,0.35185979436359754,0.5453679353764473,0.4348254582957575,0.28978506774011137,0.22621829099587212,0.25257257331787797,0.44298749562273626,0.2930407129854646,0.4463642586007815,0.31749019285317925,0.5616045328002508,0.3418949959977507,0.4166754751394073,0.39236711009903025,0.15184677442220473,0.551482821232434,0.237896346625499,0.3343357038244124,0.3031807266603564,0.32828243783968003,0.2898558638512343,0.4520875448587199,0.5406171586659748,0.16100607045606513,0.566903345488846,0.5324968684355318,0.39179780771400863
5,0.3447779171581245,0.2518854783641364,0.2520824856099258,0.4400683277937311,1.0000000000000002,0.31792481381587084,0.36566498608812376,0.1847508359983889,0.2357960695759395,0.45021086932814897,0.05898937378786017,0.06664391364164915,0.02000962082646167,0.3579180835885561,0.39740698459280116,0.2764296049525576,0.16357332184180493,0.3436298323536334,0.32564636118270995,0.28988753065743883,0.33981582355140283,0.2905604194441648,0.1429438724033601,0.20706256237237425,0.11600480865797555,0.08958356467642424,0.24193449870214323,0.26758414428644717,0.3287499662469611,0.31171290185534645,0.29901543116671436,0.18297993627699083,0.5058599747757838,0.5434386219395124,0.07484392747466775
6,0.3302918462624545,0.3759843428632404,0.27313754862138595,0.20849991027841805,0.31792481381587084,1.0000000000000002,0.16061011269301037,0.07691015303544764,0.11972986771656931,0.30167293304864756,0.2860233668840867,0.10729196075256273,0.0,0.3956161462888154,0.3345971071228721,0.18014044393680517,0.3446010498159914,0.32317072918104334,0.3363492633846891,0.30888915748274776,0.14257625095543655,0.1577756706259095,0.2440356864880694,0.39927242881279346,0.25254117381475405,0.10428444403327564,0.12932824124065911,0.17569848999744547,0.6302748149814804,0.2505355534032464,0.21378049803141025,0.4154659832680874,0.10865354727325938,0.4364438798084349,0.022492101291854024
7,0.21221157018968517,0.33373663107806667,0.2783411583522412,0.3091720503762485,0.36566498608812376,0.16061011269301037,1.0,0.44615143282509506,0.29567818558970754,0.5118035907609185,0.1925429013588549,0.3050412248749172,0.44172001860059407,0.3935926380397457,0.5387701231161266,0.3961588237799046,0.3762030436359747,0.39700532900399155,0.5294187098218254,0.4391872699670346,0.27270882176219635,0.4867321552165426,0.40881978349659964,0.3291149787390036,0.1923422529691082,0.42868155968623517,0.30441717665148205,0.3422544421353763,0.2815158849111744,0.2974559272643658,0.3681762917553402,0.40296299542344405,0.5134655374923547,0.4229988707076066,0.13795346297067487
8,0.3552194439001375,0.41391846345373234,0.04263536062709591,0.3800009632540659,0.1847508359983889,0.07691015303544764,0.44615143282509506,1.0,0.25577919793224396,0.2434813149087818,0.38893964190333224,0.2002919758983049,0.22634056297266095,0.355033543461844,0.603826325951436,0.3118174903364334,0.26432483278258867,0.5326725123755267,0.35876721699640457,0.41733846860026774,0.33529230765090295,0.4936047780422614,0.25743410889341267,0.26756591684419306,0.17000142034321342,0.5137523738406142,0.25603379249261043,0.2659059065360026,0.0549834265921254,0.2675256810461154,0.39910468925196274,0.10949142378403835,0.29174281249635,0.36213314203441105,0.37712341410180744
9,0.4488163209128288,0.31472831849322996,0.11140762217189538,0.35185979436359754,0.2357960695759395,0.11972986771656931,0.29567818558970754,0.25577919793224396,1.0,0.4459453667140548,0.41739516744082544,0.3752763982551755,0.21217913589584653,0.35222614348915526,0.5287452445008431,0.359108703599065,0.3277878369808699,0.2926161244472532,0.6376708285201589,0.5123833130778217,0.2458334387146311,0.524649820549672,0.28603177637220345,0.28066641083256544,0.10794681430033927,0.2618506403461751,0.5894262339232325,0.4292858102490448,0.33116897365811976,0.32200738150470753,0.21105243561066261,0.2631603220823695,0.4097262724765719,0.2749876394576496,0.31763836229648723
10,0.3707004101445972,0.2243872252321499,0.3042463478703914,0.5453679353764473,0.45021086932814897,0.30167293304864756,0.5118035907609185,0.2434813149087818,0.4459453667140548,1.0,0.19151727573590716,0.3990265921555466,0.13327963495519904,0.38310995921356505,0.5051453102298302,0.2457633929477177,0.4062637548514989,0.4036587793588951,0.6817898932412704,0.3021513297612718,0.07201954013156885,0.4275952138363224,0.48844232706903395,0.3409401377265433,0.35736487113354415,0.08989773323861917,0.2837378528641229,0.5070559161210828,0.3386010906698241,0.2527296094426254,0.499537928320704,0.37100278462972675,0.5301702740445936,0.7634241465754217,0.20137904651218086
